corpName,stockCode,corpCode
스맥,099440,00580056
DB금융스팩9호,367360,01505469
GS글로벌,001250,00138190
좋은사람들,033340,00205003
누리플렉스,040160,00269889
THQ,192410,00623184
지유온,111820,00689418
엔에이치스팩13호,310840,01336391
엔에이치스팩16호,353190,01453670
엔에이치스팩17호,359090,01487446
솔루스첨단소재,336370,01412822
비케이탑스,030790,00273615
동아에스티,170900,00956930
두산밥캣,241560,01032486
노브메타파마,229500,01065785
애큐온저축은행,007640,00111014
엘에스일렉트릭,010120,00105855
국일제지,078130,00104573
대양금속,009190,00111111
대성엘텍,025440,00110583
신신제약,002800,00136448
국일신동,060480,00203847
디피씨,026890,00117498
티비씨,033830,00204642
세기상사,002420,00133618
희림,037440,00236863
에넥스,011090,00139764
파워로직스,047310,00269612
자화전자,033240,00146861
퍼스텍,010820,00148522
신흥,004080,00173795
씨디네트웍스,073710,00493501
영화테크,265560,00659976
휴온스글로벌,084110,00228059
경방,000050,00101628
한솔홈데코,025750,00203582
이에스에이,052190,00347877
KTB투자증권,030210,00156859
넥스트BT,065170,00384717
현대건설,000720,00164478
와토스코리아,079000,00455875
동국알앤에스,075970,00472890
코오롱생명과학,102940,00525642
두산인프라코어,042670,00344287
에이치시티,072990,00527464
삼양사,145990,00896285
디와이피엔에프,104460,00602136
신한알파리츠,293940,01276594
타이거일렉,219130,00617314
네오위즈,095660,00628860
단디바이오,343090,01413371
강스템바이오텍,217730,01025644
지엔원에너지,270520,01228515
포인트엔지니어링,256630,01179608
캐리소프트,317530,01267222
한국특강,007280,00124090
현대코퍼레이션홀딩스,227840,01108099
바이오인프라생명과학,266470,01130885
지투알,035000,00140168
아이텍,119830,00626011
티에이치엔,019180,00118965
동우팜투테이블,088910,00228712
더블유게임즈,192080,01010110
에이치엘사이언스,239610,01011438
인포바인,115310,00491415
SCI평가정보,036120,00260745
네패스아크,330860,01368354
두산퓨얼셀,336260,01412725
링크제니시스,219420,01109955
현대홈쇼핑,057050,00412597
이노션,214320,00565154
판타지오,032800,00231691
한국전자홀딩스,006200,00159254
DB,012030,00163345
비츠로셀,082920,00154718
웹케시,053580,00323868
제일전기공업,199820,00148470
파멥신,208340,00972293
상아프론테크,089980,00181299
콜마파마,038710,00334615
씨젠,096530,00788773
동남합성,023450,00115065
코리아에프티,123410,00803425
에스트래픽,234300,01014055
엔지브이아이,093510,00521433
네오팜,092730,00551920
아이씨디,040910,00298377
디와이홀딩스,004510,00117382
뉴파워프라즈마,144960,00521390
오르비텍,046120,00297989
이루온,065440,00390514
이오플로우,294090,01274310
아주IB투자,027360,00156895
이랜시스,264850,01199189
레이,228670,00828761
올리패스,244460,01070149
인탑스,049070,00226866
테크윙,089030,00535676
케이피티유,054410,00357607
티움바이오,321550,01335930
한국화장품,123690,00823429
원포유,122830,00337296
대주산업,003310,00112457
에이스캠퍼,322190,01412938
마니커에프앤지,195500,00770312
상신이디피,091580,00480783
환인제약,016580,00166573
유니켐,011330,00137207
국전약품,307750,01329957
엔지켐생명과학,183490,00606886
이십일스토어,270020,01183407
파크시스템스,140860,00244747
티케이케미칼,104480,00693554
미코,059090,00366942
광명전기,017040,00103662
크리스탈지노믹스,083790,00407814
엠에스오토텍,123040,00259545
SBS미디어홀딩스,101060,00650629
켐온,217600,01070857
지노믹트리,228760,01108248
경남에너지,008020,00101336
듀켐바이오,176750,00867034
메가엠디,133750,00807555
한독,002390,00161046
샘표,007540,00130091
노바텍,285490,01259232
대신밸런스제7호스팩,332290,01394669
SPC삼립,005610,00125530
제놀루션,225220,01062177
덕산하이메탈,077360,00471068
미원상사,002840,00121932
웰크론한텍,076080,00487546
리메드,302550,01275665
IBKS제14호스팩,351320,01440153
삼정펄프,009770,00128227
인터로조,119610,00604426
천보,278280,00897752
에프엔에스테크,083500,00476036
압타머사이언스,291650,01265251
아이에이,038880,00252269
샘표식품,248170,01167056
삼익악기,002450,00127857
피엔에스커튼월,033220,00107303
신테카바이오,226330,01344336
녹십자셀,031390,00198378
풍산,103140,00684714
캐스텍코리아,071850,00302582
대림제지,017650,00109781
이구산업,025820,00145464
에이치디씨영창,001890,00141282
휴마시스,205470,01042979
미주제강,002670,00115472
티라유텍,322180,01309388
동방아그로,007590,00115384
우양에이치씨,101970,00450931
한창,005110,00163716
위더스제약,330350,00765851
롯데정보통신,286940,01262032
얼라인드,238120,01073678
에스제이엠홀딩스,025530,00181943
아이퀘스트,262840,01146822
금오하이텍,165270,00659815
엔에스,217820,01020843
성원,015200,00133089
네온테크,306620,01325429
아세아,002030,00138701
파커스,065690,00384762
오스템임플란트,048260,00341916
에스제이그룹,306040,01222432
미원에스씨,268280,01234297
대모,317850,00450995
한중엔시에스,107640,00474588
더블유에스아이,299170,01318261
케이디지엠텍,032290,00183215
피노텍,150440,00990262
엔바이오니아,317870,00964595
라파스,214260,01058101
케이엔제이,272110,00769158
와이엔텍,067900,00190756
에이텍티앤,224110,01099861
영원무역,111770,00776820
디케이앤디,263020,00892526
삼성스팩2호,291230,01276901
레이크머티리얼즈,281740,01255652
대원제약,003220,00111999
티앤엘,340570,00608440
에스피지,058610,00220686
웰크론,065950,00362159
수산아이앤티,050960,00577016
테스,095610,00524421
엠투엔,033310,00143226
인선이엔티,060150,00375931
어보브반도체,102120,00591441
휴비츠,065510,00398668
케이엔더블유,105330,00606664
미래생명자원,218150,01071944
씨에스베어링,297090,00765462
휴스틸,005010,00156488
지앤이헬스케어,299480,01188749
에스케이씨솔믹스,057500,00307189
소룩스,290690,00605522
덕우전자,263600,00571298
로지시스,067730,00238199
태평양물산,007980,00154329
엘디티,096870,00540571
선바이오,067370,00407036
아미노로직스,074430,00466428
케이씨티,089150,00441447
대창,012800,00112651
하우리,049130,00352000
럭스피아,092590,00578325
알서포트,131370,00838962
볼빅,206950,00756163
에이비엘바이오,298380,01256864
삼화네트웍스,046390,00301112
비아트론,141000,00610083
흥국에프엔비,189980,00916516
윈팩,097800,00536286
질경이,233990,01063556
동양,001520,00117337
서울식품공업,004410,00130879
그린플러스,186230,00602279
우리손에프앤지,073560,00413417
오로스테크놀로지,322310,01016479
바디텍메드,206640,01046708
삼환기업,000360,00129411
롯데리츠,330590,01363818
엠아이텍,179290,00531829
하나마이크론,067310,00445054
영진약품,003520,00141149
에스앤디,260970,00560849
쿠쿠홈시스,284740,01267684
체리부로,066360,00216434
한국컴퓨터지주,009760,00159874
모비릭스,348030,01210190
현대그린푸드,005440,00105280
신비앤텍,070480,00446479
대원모방,311840,01195828
유진기업,023410,00184667
휴럼,284420,01148909
미디어젠,279600,01190124
바이오니아,064550,00326731
동성화인텍,033500,00231105
신진에스엠,138070,00577380
티플랙스,081150,00497631
유안타제4호스팩,313750,01343920
아이센스,099190,00550994
힘스,238490,00556712
국도화학,007690,00104388
한양증권,001750,00162416
뉴트리,270870,01214248
씨알푸드,236030,01085187
하이골드3호,153360,00905316
심팩인더스트리,005350,00123648
오리온,271560,01238169
아이진,185490,00945457
아이케이세미콘,149010,00861100
삼륭물산,014970,00125488
한일단조,024740,00162832
유안타제5호스팩,336060,01408999
유안타제6호스팩,340360,01416642
유안타제7호스팩,367460,01504804
아톤,158430,00595182
조광페인트,004910,00148920
선익시스템,171090,00327819
유비쿼스,264450,01203376
동아엘텍,088130,00489243
디지캡,197140,00681373
안트로젠,065660,00631837
이수앱지스,086890,00526872
에스디생명공학,217480,01099667
셀젠텍,258250,01117918
에스제이엠,123700,00815369
정다운,208140,01047415
일진파워,094820,00485177
켐트로닉스,089010,00371485
한빛소프트,047080,00348292
우원개발,046940,00363246
한일건설,006440,00162780
미래에셋대우스팩 5호,353490,01450105
미스터블루,207760,01047840
티로보틱스,117730,00867098
극동유화,014530,00105156
우전,052270,00291231
라온테크,232680,00911229
혜인,003010,00165343
미래산업,025560,00197759
YG PLUS,037270,00249247
한일화학,007770,00267979
엔에스쇼핑,138250,00406392
성호전자,043260,00317210
빛샘전자,072950,00359261
아이크래프트,052460,00405719
케이사인,192250,01003040
인피니티엔티,016670,00125725
스타모빌리티,158310,00923899
애드바이오텍,179530,01022902
피피아이,062970,00403766
남화산업,111710,00245694
씨앤티85,056730,00318662
에스엘바이오닉스,214310,00957568
휴맥스홀딩스,028080,00219440
제이시스메디칼,287410,01267602
포스코 ICT,022100,00155212
화승알앤에이,378850,01532603
에너토크,019990,00169215
삼성공조,006660,00126201
신세계푸드,031440,00274933
이랜텍,054210,00206659
테크엔,308700,01016886
삼일,032280,00127909
대동기어,008830,00109310
화성밸브,039610,00217743
씨큐브,101240,00520610
지니틱스,303030,01318933
미래에셋대우스팩4호,333430,01396676
엔에이치스팩18호,365590,01505186
오상헬스케어,036220,00260657
국보,001140,00104519
해성디에스,195870,01032413
유비온,084440,00531078
세코닉스,053450,00351630
서울반도체,046890,00130763
바른손,018700,00122205
써니전자,004770,00138057
이월드,084680,00540605
우리조명,037400,00155692
원익홀딩스,030530,00216647
디피코,163430,01072518
솔브레인홀딩스,036830,00247975
도부마스크,227420,01109690
EG,037370,00261054
큐로홀딩스,051780,00296324
에이치엘비파워,043220,00317487
한국전자금융,063570,00363769
드림어스컴퍼니,060570,00364467
제넨바이오,072520,00408956
WI,073570,00440712
코스나인,082660,00442455
칩스앤미디어,094360,00579971
지스마트글로벌,114570,00673976
뉴프라이드,900100,00781202
뉴지랩파마,214870,00820389
유테크,178780,00923826
파마리서치,214450,00970453
더네이쳐홀딩스,298540,01214743
한화솔루션,009830,00162461
신화실업,001770,00137809
